"sentence","category"
"Its a nice apps","OTHER"
"I COULDNT EVEN LOG IN!!!","PROBLEM DISCOVERY"
"i love this application for my friend","OTHER"
"Pierre","OTHER"
"This is absolutely awesome all in one.","OTHER"
"muslim uddin","OTHER"
"Terrible app for self hosted","OTHER"
"Great","OTHER"
"I use a lot of embed links for my web serial, FuzionLife, for navigational purposes.","OTHER"
"I have to insert them manually via this app, or with 2 clicks on the website.","OTHER"
"Guess whats easier?","OTHER"
"Thanks","OTHER"
"The best app to run your WordPress website","OTHER"
"Plz add theme editing option in this app","FEATURE REQUEST"
"Good","OTHER"
"Mufehsbookchelibakuhaske","OTHER"
"Great app","OTHER"
"Easy to use and operate","OTHER"
"Easy to use.","OTHER"
"Not enough functionality.","OTHER"
"Cant install in my s3 lite","PROBLEM DISCOVERY"
"I almost never log on to my blog on a computer anymore.","OTHER"
"The only time I do is when I have to adjust settings, which the app will reach, just not well.","PROBLEM DISCOVERY"
"Please fix the ""Upload failed : no peer certificate"" error.We users have chance of only 1 out of 10 success rate for post uploads.","PROBLEM DISCOVERY"
"Everytime it fails to upload a post or to update changes to posts.But very good user interface which is buttery smooth.Fix the error, Then i will rate 5 stars.","PROBLEM DISCOVERY"
"I'm willing to write off the slowness as the fault of my mediocre phone, however I can't customize my blog.","PROBLEM DISCOVERY"
"When in that particular area, the app doesn't auto fit, and everything is cut off to the right.","OTHER"
"I can't even scroll over or manually shrink it, and it's enough of a annoyance to not bother with Wordpress altogether.","PROBLEM DISCOVERY"
"Cool","OTHER"
"Super","OTHER"
"Horrible update.","OTHER"
"Cannot access my self hosted site.","PROBLEM DISCOVERY"
"Not good, wp, not good","OTHER"
".","OTHER"
"WordPress at your fingertips.","OTHER"
"Everything is easily accessible.","OTHER"
"No bugs.","OTHER"
"Smooth sailing!","OTHER"
"Albuquerque Homeless Power Project","OTHER"
"I was able to log in instantly, and now when I take a picture or video from my phone I can upload it to my site!","OTHER"
"Saves me time from having to wait until I get home to download all pics to my computer and then upload them!","OTHER"
"Now it is just one step.","OTHER"
"take a picture and click upload!","OTHER"
"Great app!","OTHER"
"I cannot download it and I have 100MB free in the phone memory!","PROBLEM DISCOVERY"
"Love it","OTHER"
"To being usable.","OTHER"
"On top of not being able to do much, the UI is awful.","OTHER"
"Not intuitive at all.","OTHER"
"Disappointed.","OTHER"
"I already published a blog entry.","OTHER"
"Can view it on my website.","OTHER"
"Yet when I log into this app, it says that blog entry is ""scheduled"" to be published in 1 hr.","OTHER"
"How odd.","OTHER"
"Its actually good just need to be a little fast","FEATURE REQUEST"
"I love it!","OTHER"
"Exactly what I needed .","OTHER"
"I only wish there were more themes.","FEATURE REQUEST"
"or at least I could get different colors without paying.","OTHER"
"But I love this!","OTHER"
"Question though: why can't I upload images from phone?","PROBLEM DISCOVERY"
"It always downloads new posts b4 I can do anything,  even on local posts.","OTHER"
"Didn't do that before.","OTHER"
"Works perfectly on ma galaxy young.","OTHER"
"I've tried to create my site many times to no avail - its just too difficult to set up (too many steps) .","OTHER"
"i can't creat a website","PROBLEM DISCOVERY"
":-)","OTHER"
"Glitch.","OTHER"
"U cant log out after log in, even after restart phone","PROBLEM DISCOVERY"
"Heartfelt and uninspiring","OTHER"
"Can't upload more than one images at a time.","PROBLEM DISCOVERY"
"And its too slow when loading up .","OTHER"
"Nice app","OTHER"
"cant upload pic.","PROBLEM DISCOVERY"
":(","OTHER"
"This app has come a long way since I first installed it.","OTHER"
"The reader allows you to network with other blogs and find new content, while the stats capability has become impressively comprehensive.","OTHER"
"The post options and formatting options have also greatly improved.","OTHER"
"Kudos to the devs!","OTHER"
"I like it","OTHER"
"After the hassle of getting an account was done, I thought it was great.","OTHER"
"Other than seeing responses to comments I make as a WP user, it doesn't seem to be of much use in administrating my WP site, which is disappointing.","OTHER"
"Like this app so much.","OTHER"
"Help me writing via wordpress easily.","OTHER"
"But can you add categories in Posts display menu so I can easily pick my posts for editing through their categories?","FEATURE REQUEST"
"Thanks.","OTHER"
"Got bugs","OTHER"
"Nice","OTHER"
"Let me create an account after 15 mins of trying different usernames and password combinations to find one the app agreed to, then wouldn't let me log in or do anything at all!","INFORMATION GIVING"
"So disappointing.uninstalled straight away!","OTHER"
"Didn't use it","OTHER"
"Really nice ;3","OTHER"
"Everything about its great until adding a feature image, once that's updated things will be rolling","FEATURE REQUEST"
"this was the first time trying this.","OTHER"
"doesnt work at all.","PROBLEM DISCOVERY"
"need to fix asap before you lose your credibility.interesting concept though","FEATURE REQUEST"
"sonechine","OTHER"
"I have to cancel my daily blog cause i cant upload anything for past week.","PROBLEM DISCOVERY"
"And i cant use computer.","PROBLEM DISCOVERY"
"Thanks for messing up a working app.","OTHER"
"P.s. i had local changes for past weeks posts that i couldnt upload.","PROBLEM DISCOVERY"
"which after logout/login disappeared forever.","OTHER"
"Ridiculous.","OTHER"
"Dont update app if u dont test it","INFORMATION GIVING"
"Love","OTHER"
"idk why i cant login to my wp acc.","PROBLEM DISCOVERY"
"im in indonesia esp bali and well my internet connection isnt error.","INFORMATION GIVING"
"fast respon pls","OTHER"
"This is not good to operate","OTHER"
"Thank","OTHER"
"Exlent","OTHER"
"I really needed this","FEATURE REQUEST"
"Can't log out and reply comment","PROBLEM DISCOVERY"
"Great way to get started blogging, and great community.","OTHER"
"Unable to insert photos direct from phone album.","OTHER"
"I tried for so many times to create a new account but i could'nt get success.as it constantly says that username already exists.don't know how  to create or find a unique username to create account.please fix it or else ill never be able to create an account or get sighned in.","PROBLEM DISCOVERY"
"I use this app on a daily basis.","OTHER"
"Cant log into some sites.","PROBLEM DISCOVERY"
"Then, cant log out on ones that will log in.","PROBLEM DISCOVERY"
"I can't use this app anymore.all my posts get stuck on ""local draft"" after hitting publish and yesterday one I'd worked on for an hour disappeared completely.","PROBLEM DISCOVERY"
"I'm uninstalling and will go the online version.","OTHER"
"Bummer.","OTHER"
"Cannot login to self hosted WordPress even with the latest version.","PROBLEM DISCOVERY"
"I miss custom post type editing.","OTHER"
"Should be a BASIC feature.","OTHER"
"It keeps saying reply error when I try to do things like reply or approve a comment.","OTHER"
"Fix this","PROBLEM DISCOVERY"
"Good application","OTHER"
"Adding your favourite websites to the blog list so you can check what new at a glance is great.","FEATURE REQUEST"
"Adding your own blog posts looks good as well but I've not this myself.","FEATURE REQUEST"
"it helps me a lot, thank you","OTHER"
"hated hated hated it, glitched my tablet THANKS FOR NOTHING","OTHER"
"It just great :)","OTHER"
"I still have the same issue that was reported on all forums.","PROBLEM DISCOVERY"
"I am unable to log on a self hosted website :(","PROBLEM DISCOVERY"
"Cannot login on to my custom website.","PROBLEM DISCOVERY"
"It keeps on showing'' could not login on to website'' error so I can't edit from the app.","PROBLEM DISCOVERY"
"PLEASE FIX!!!","PROBLEM DISCOVERY"
"wordpress","OTHER"
"Excellent Excellent   Excellent   Excellent   Excellent   Excellent   Excellent   Excellent","OTHER"
"The new UI is good!","OTHER"
"But it would be better if the categories dialog also shows the hierarchy of the categories.","FEATURE REQUEST"
":D *update 14.11.14: it is now perfect.","OTHER"
"I registered from the web.","OTHER"
"And now i can manage my blog from this app so easily.","OTHER"
"It's getting better for the refresh function i can get easily routine comments notification from my blog visitor!","OTHER"
"Load fast too!","OTHER"
"Gives error loading pictures from camera / phone support sucks","PROBLEM DISCOVERY"
"Amazing application.","OTHER"
"I use a captcha plug-in to prevent log-in spamming or hack attempts at the contr panel.","OTHER"
"This app does not detect that and simply says im entering the wrong log-in credentials.","OTHER"
"Fix this and i'll consider my review/rating.","PROBLEM DISCOVERY"
"Until then, one star for me.","OTHER"
"Its really nice.work fast bt I need some features.","FEATURE REQUEST"
"please do it soon","FEATURE REQUEST"
"No complaint just enjoy it","INFORMATION GIVING"
"It help me to be active with my blog when I'm on the go.","OTHER"
"Excellent","OTHER"
"Wasted","OTHER"
"Wow","OTHER"
"tried .tried again with better gear, now im shut out.","OTHER"
"user name exists, cant find username.","PROBLEM DISCOVERY"
"that old crock","OTHER"
"Mlraj","OTHER"
"Good for mobile","OTHER"
"I love word press but detest this app and yet need to use it at times.","FEATURE REQUEST"
"Fix the mobile version of sites first and foremost then I'll rate higher.","PROBLEM DISCOVERY"
"Omg,nicmd application","OTHER"
"Memudahkan kerja nak kemaskini blog","OTHER"
"The reader is very very slow to load","PROBLEM DISCOVERY"
"Love the app","OTHER"
"A.w.e.s.o.m.e","OTHER"
"I love it","OTHER"
"its good","OTHER"
"easy use","OTHER"
"This app is really good for writing posts on the go/ staying up to date with stats.","OTHER"
"To truly be a 5 star app, I think an upload bar should be added to posts/photos and videos that you're uploading.","FEATURE REQUEST"
"It's also awkward to upload a post once it's become a local draft.","OTHER"
"Edit: an upload progress bar is really necessary for the uploading of posts.","FEATURE REQUEST"
"I like it","OTHER"
"I love it its the coolest app i have ever instilled","OTHER"
"Takes a really long time, like two days, to upload a short post with two images.","OTHER"
"Drains my phone battery and slows everything down.","OTHER"
"Making local changes and then updating a post is next to impossible.","OTHER"
"it just never uploads.","OTHER"
"I have to use my laptop to get that done.","OTHER"
"what happened?","INFORMATION SEEKING"
"It wasn't so slow and inefficient before.","OTHER"
"It took barely minutes to upload posts just a few months ago.","OTHER"
"Please fix it.","PROBLEM DISCOVERY"
"Like","OTHER"
"++1 to app","OTHER"
"Won't connect to wordpress","OTHER"
"Weldone guys","OTHER"
"Love the password protection.","OTHER"
"It has one bug: if you use one password for more than one post, all those particular posts will be readable.","PROBLEM DISCOVERY"
"Please fix this bug.","PROBLEM DISCOVERY"
